"iteminfoid","itemcode","itemdescrip","supplierprofid","editedon","editedby","created_at","updated_at"
1294,"LLE006","B-Complex Liver Extract 100ml",6020,"","","",""
1295,"LLE007","B-Complex Liver Extract 10ml",6020,"","","",""
1296,"LLE008","Multivitamins Amino Acid 100ml",6020,"","","",""
1297,"LLE009","Multivitamins Amino Acid 10ml",6020,"","","",""
1298,"LLE010","Meucotil 250g",6020,"","","",""
1299,"LLE011","Coximinator 250g",6020,"","","",""
1300,"LLE012","Laymax 250g",6020,"","","",""
1301,"LLE013","Multizyme/mvaae",6020,"","","",""
1302,"LLE014","Xiencia Dewormer 5ml",6020,"","","",""
1303,"LLE015","Patho Free (Disinfectant)",6020,"","","",""
1304,"NMP01","Racumin Rodent Block 50gx60",6021,"","","",""
1305,"NMP02","Racumin Rodent Block 100gx48",6021,"","","",""
1306,"NMP03","Racumin RMB 50gx180",6021,"","","",""
1307,"NMP04","Racumin RMB 100gx120",6021,"","","",""
1308,"NMP05","Racumin RMB 200gx60",6021,"","","",""
1309,"NMP06","Racumin Paste 100gx120",6021,"","","",""
1310,"NMP07","Blattanex Cockraoch Gel 12gx72",6021,"","","",""
1311,"NMP08","Advanced Multi Insect Killer Aerosol 300mlx12",6021,"","","",""
1312,"NMP09","Advanced Multi Insect Killer Aerosol 500mlx12",6021,"","","",""
1313,"NMP10","Advanced Multi Insect Killer Aerosol 600mlx12",6021,"","","",""
1314,"NMP11","Advanced Mosquito Killer Aerosol 300mlx12",6021,"","","",""
1315,"NMP12","Advanced Mosquito Killer Aerosol 500mlx12",6021,"","","",""
1316,"NMP13","Advanced Mosquito Killer Aerosol 600mlx12",6021,"","","",""
1317,"NMP14","Advance Chalk 15g",6021,"","","",""
1318,"NMP15","Banzai Whole Sheet 1x1000",6021,"","","",""
1319,"NMP16","Bayopet Tick & Flea Soap 90gx100",6021,"","","",""
1320,"NMP17","Bayopet Tick & Flea Powder 60gx48",6021,"","","",""
1321,"NMP18","Bayopet Tick & Flea Collar 70cmx48",6021,"","","",""
1322,"NMP19","Bayopet Anti Flea Shampoo 20mlx288",6021,"","","",""
1323,"NMP20","Bayopet Anti Flea Shampoo 100mlx48",6021,"","","",""
1324,"NMP21","Bayopet Anti Flea Shampoo 200mlx48",6021,"","","",""
1325,"NMP22","Bayopet Moisturizing Shampoo 275mlx12",6021,"","","",""
1326,"NMP23","Bayopet Conditioning Shampoo 275mlx12",6021,"","","",""
1327,"NMP24","Bayopet Herbal Shampoo 275mlx12",6021,"","","",""
1328,"NMP25","Bayopet Aloe Vera Soap",6021,"","","",""
1329,"NMP26","Bayopet Coconut Milk Soap",6021,"","","",""
1330,"NMP27","Bayopet lean & Shine Soap",6021,"","","",""
1331,"NMP28","KM Aluminum Foil Sampler 5mx30cmx48",6021,"","","",""
1332,"NMP29","KM Aluminum Foil Sampler 8mx30cmx24",6021,"","","",""
1333,"NMP30","KM Aluminum Foil Refill 8mx30cmx48",6021,"","","",""
1334,"NMP31","KM Wax Paper Sampler 10mx30cmx48",6021,"","","",""
1335,"NMP32","KM Wax Paper Standard 16mx30cmx24",6021,"","","",""
1336,"NMP33","KM Cling Wrap Samper 20mx30cmx48",6021,"","","",""
1337,"NMP34","KM Cling Wrap Standard 30mx30cmx24",6021,"","","",""
1338,"NMP35","All Wrap Foil Economy 4mx30cmx48",6021,"","","",""
1339,"NMP36","All Wrap Foil Regular 7mx30cmx24",6021,"","","",""
1340,"NMP37","All Wrap Foil Refill 7mx30cmx48",6021,"","","",""
1341,"NMP38","Royal Foil 3mx30cmx48",6021,"","","",""
1342,"NMP39","Royal Foil 5mx30cmx48",6021,"","","",""
1343,"NMP40","Royal Foil 8mx30cmx48",6021,"","","",""
1344,"PH8CAC0315H","SH Cat Creamy Treats Chicken (4p) 60gx24",6022,"","","",""
1345,"PH8CAC0515H","SH Cat Creamy Treats Squid (4p) 60gx24",6022,"","","",""
1346,"PH8CAC4515H","SH Cat Creamy Treats Salmon (4p) 60gx24",6022,"","","",""
1347,"PH8CAC9115H","SH Cat Creamy Treats Tuna (4p) 60gx24",6022,"","","",""
1348,"PH8CAN37102","SH Cat Adult Chicken & Tuna 1.2kgx6",6022,"","","",""
1349,"PH8CAN377","Sh Adult Cat Food - Chicken & Tuna 7kg",6022,"","","",""
1350,"PH8CAN95102","SH Cat Adult Salmon 1.2kgx6",6022,"","","",""
1351,"PH8CAN957","SH Adult Cat Food - Salmon 7kg",6022,"","","",""
1352,"PH8CAPN4385","SH Cat Pouch Adult Chicken w/ Rice & Kanikama 85gx48",6022,"","","",""
1353,"PH8CAPN4485","SH Cat Pouch Adult Chicken w/ Rice & Carrot 85gx48",6022,"","","",""
1354,"PH8CAPN4585","SH Cat Pouch Adult Chicken w/ Rice & Cheese 85gx48",6022,"","","",""
1355,"PH8CKN11101","SH Cat Kitten - Chicken Egg Milk Fish 1.1kgx6",6022,"","","",""
1356,"PH8CKN11450","SH Cat Kitten - Chicken Egg Milk Fish 450gx18",6022,"","","",""
1357,"PH8CKN117","SH Kitten Food - Chicken & Fish & Egg & Milk 7kg",6022,"","","",""
1358,"PH8DA4020","SH Dry Adult Dog Food Power Pack 20kg",6022,"","","",""
1359,"PH8DAN08105","SH Adult Lamb & Rice 1.5kgx6",6022,"","","",""
1360,"PH8DAN0820","SH Dry Dog Food-Lamb & Rice 20kg",6022,"","","",""
1361,"PH8DAN10105","SH Adult Roast Beef 1.5kgx6",6022,"","","",""
1362,"PH8DAN1020","SH Adult Dog Food-Roast Beef Flavor 20kg",6022,"","","",""
1363,"PH8DAPN16130","SH Pouch Dog- Beef Chunk in Gravy 130gx48",6022,"","","",""
1364,"PH8DAPN33130","SH Adult Dog Pouch- Chicken Chunk in Gravy 130gx48",6022,"","","",""
1365,"PH8DAPN37130","SH Adult Dog Pouch- Chicken & Liver in Jelly 130gx48",6022,"","","",""
1366,"PH8DAPN38130","SH Adult Dog Pouch- Smoked Chicken w/ Veggie 130gx48",6022,"","","",""
1367,"PH8DAPN59130","SH Adult Dog Pouch Salmon Flavor 130gx48",6022,"","","",""
1368,"PH8DAS6315","SH Dog Creamy Treats Chicken & Spinach 60gx24",6022,"","","",""
1369,"PH8DAS6415","SH Dog Creamy Treats Chicken & Pumpkin 60gx24",6022,"","","",""
1370,"PH8DAS6515","SH Dog Creamy Treats Chicken & Carrots 60gx24",6022,"","","",""
1371,"PH8DAS6615","SH Dog Creamy Treats Strawberry 60gx24",6022,"","","",""
1372,"PH8DAT11100","SH Dog Treat Grilled Beef 100gx24",6022,"","","",""
1373,"PH8DAT30100","SH Dog Treat Grilled Chicken 100gx24",6022,"","","",""
1374,"PH8DAT63100","SH Dog Treat Fruit & Veggie 100gx24",6022,"","","",""
1375,"PH8DC1N14400","SH Canned Dog Food Beef & Liver 400gx24",6022,"","","",""
1376,"PH8DC1N36400","SH Canned Dog Food Chicken & Liver 400gx24",6022,"","","",""
1377,"PH8DP4020","SH Dry Puppy Food Power Pack 20kg",6022,"","","",""
1378,"PH8DPN18105","SH Dry Puppy Food Beef MIlk Flavor 1.5kgx6",6022,"","","",""
1379,"PH8DPN1815","SH Puppy Food- Beef & Milk Flavor 15kg",6022,"","","",""
1380,"PH8DPPN33130","SH Pouch Puppy - Chicken Chunk in Gravy 130gx48",6022,"","","",""
1381,"PBC001","Mojitos Gold Tequilla 12x750ml",2981,"","","",""
1382,"PBC002","Mojitos Silver Tequilla 12x750ml",2981,"","","",""
1383,"PBC003","Margarita Queen Lime 12x750",2981,"","","",""
1384,"PBC004","Margarita Queen Berry 12x750",2981,"","","",""
1385,"PBC005","Margarita Queen Strawberry 12x750",2981,"","","",""
1386,"Q-FGFER003","Fresh Econoroll BTR 2ply 150pulls 300s SPx96",6024,"","","",""
1387,"Q-FGFER009","Fresh Econoroll BTR 2ply 150pulls 300s 11+1x12P",6024,"","","",""
1388,"Q-FGFRS003","Fresh IFPT 1ply 175 pulls SPx30",6024,"","","",""
1389,"Q-FGFRS012","Fresh BTR Jumbo Pck 2Ply 12'sx8P",6024,"","","",""
1390,"Q-FGFRS026","Fresh BTR 2Ply 300Pulls 600's 18'sx6p",6024,"","","",""
1391,"Q-FGFRS032","Fresh ILBT Pop Up Tissue 2ply SPx60",6024,"","","",""
1392,"Q-FGHAR010","Harmony Tnfolded 1ply 40s (+10s) spx100",6024,"","","",""
1393,"Q-FGHAR011","Harmony Kit Jumbo 2ply 70 pulls 140s(+20s) SPx36",6024,"","","",""
1394,"Q-FGHAR037","Harmony TNPC 1ply 1000s SPx5 PL",6024,"","","",""
1395,"Q-FGKMI008","KAMI BTR 2Ply 150pulls 300s 4sx30p",6024,"","","",""
1396,"Q-FGKMI009","KAMI BTR 2ply 150pulls 300s 12'SX10P",6024,"","","",""
1397,"Q-FGKMI010","KAMI BTR 2ply 150pulls 300s 10'SX12P",6024,"","","",""
1398,"Q-FGKMI011","KAMI BTR 2PLY 150Pulls 300s SPx120",6024,"","","",""
1399,"Q-FGKMI014","KAMI BTR 2ply 150pulls 300s 48'SX3P",6024,"","","",""
1400,"Q-FGSMC004","Smart Choice Coreless BT 2Ply 30gms 2'sx90P",6024,"","","",""
1401,"Q-FGSMC005","Smart Choice Coreless BT 2Ply 30gms 10'sx18P",6024,"","","",""
1402,"Q-FRS033","Fresh Pop Tissue 2ply 40pulls 80s spx96",6024,"","","",""
1403,"Q-FRSTB001","Fresh Toothbrush 6sx24p",6024,"","","",""
1404,"Q-KMI015","Kami BTR 2Ply 150pulls 300s 11+1z12p",6024,"","","",""
1405,"Q-KMILT001","KAMI Lite All Purpose Paper Towel 120p spx36",6024,"","","",""
1406,"Q-LDDM001","Life Def. prem. Disposable Face Mask 3 ply 50'sx40p",6024,"","","",""
1407,"Q-LDDM002","Life Defender Prem. Disposable Face Mask 10'sx200",6024,"","","",""
1408,"Q-PCADL10-P1","Prime Care Adult Diapers Large 10x8p +free pad",6024,"","","",""
1409,"Q-PCADM10-P1","Prime Care Adult Diapers Med. 10x8p +free pad",6024,"","","",""
1410,"Q-PCADSPL1","Prime Care Adult Diaper SOLO LARGE spx80p",6024,"","","",""
1411,"Q-PCADSPM1","Prime Care Adult Diaper SOLO MEDIUM spx80p",6024,"","","",""
1412,"Q-SBADP2","Sweet Baby Active Dry Pants Med. 20+4/8",6024,"","","",""
1413,"Q-SBADP3","Sweet Baby Active Dry Pants LARGE. 20+4/8",6024,"","","",""
1414,"Q-SBADP4","Sweet Baby Active Dry Pants XL. 20+4/8",6024,"","","",""
1415,"Q-SBADP5","Sweet Baby Active Pants XXL 20+4/8",6024,"","","",""
1416,"Q-SBDEP0","Sweet Baby Dry-Econo Pack NB 44/6",6024,"","","",""
1417,"Q-SBDEP1","Sweet Baby Dry-Econo Pack SMALL 40/6",6024,"","","",""
1418,"Q-SBDEP2","Sweet Baby Dry-Econo Pack MEDIUM 36/6",6024,"","","",""
1419,"Q-SBDEP3","Sweet Baby Dry-Econo Pack LARGE 32/6",6024,"","","",""
1420,"Q-SBDEP4","Sweet Baby Dry-Econo Pack XL 28/6",6024,"","","",""
1421,"Q-SBDJP2","Sweet Baby Dry-Jumbo Pack MEDIUM 54/4",6024,"","","",""
1422,"Q-SBDJP3","Sweet Baby Dry-Jumbo Pack LARGE 548/4",6024,"","","",""
1423,"Q-SBDMP0","Sweet Baby Dry - Mini Pack NB 4/36",6024,"","","",""
1424,"Q-SBDMP1","Sweet Baby Dry - Mini Pack SMALL 4/36",6024,"","","",""
1425,"Q-SBDMP2","Sweet Baby Dry - Mini Pack MEDIUM 4/36",6024,"","","",""
1426,"Q-SBDMP3","Sweet Baby Dry - Mini Pack LARGE 4/36",6024,"","","",""
1427,"Q-SBDMP4","Sweet Baby Dry - Mini Pack XL 4/36",6024,"","","",""
1428,"Q-SBDTP0","Sweet Baby Dry-Travel Pck NB 22/12",6024,"","","",""
1429,"Q-SBDTP1","Sweet Baby Dry-Travel Pck SMALL 20/12",6024,"","","",""
1430,"Q-SBDTP2","Sweet Baby Dry-Travel Pck MEDIUM 18/12",6024,"","","",""
1431,"Q-SBDTP3","Sweet Baby Dry-Travel Pck LARGE 16/12",6024,"","","",""
1432,"Q-SBDTP4","Sweet Baby Dry-Travel Pck XL 14/12",6024,"","","",""
1433,"Q-SBPBP1B1","Sweet Baby Plus- Big Pck SMALL 36/6",6024,"","","",""
1434,"Q-SBPBP2B1","Sweet Baby Plus- Big Pck MEDIUM 32/6",6024,"","","",""
1435,"Q-SBPBP3B1","Sweet Baby Plus- Big Pck LARGE 28/6",6024,"","","",""
1436,"Q-SBPBP4B1","Sweet Baby Plus- Big Pck XL 24/6",6024,"","","",""
1437,"Q-SBPBP5B1","Sweet Baby Plus- Big Pck XXL 20/6",6024,"","","",""
1438,"Q-SBPJP2","Sweet Baby Plus- Jumbo Pck MEDIUM 48/6",6024,"","","",""
1439,"Q-SBPJP3","Sweet Baby Plus- Jumbo Pck LARGE 42/6",6024,"","","",""
1440,"Q-SBPMP1","Sweet Baby Plus - Mini Pack SMALL 4/36",6024,"","","",""
1441,"Q-SBPMP2","Sweet Baby Plus - Mini Pack MEDIUM 4/36",6024,"","","",""
1442,"Q-SBPMP3","Sweet Baby Plus - Mini Pack LARGE 4/36",6024,"","","",""
1443,"Q-SBPMP4","Sweet Baby Plus - Mini Pack XL4/36",6024,"","","",""
1444,"Q-SBPTP1B1","Sweet Baby Plus-Travel Pck SMALL 12/12",6024,"","","",""
1445,"Q-SBPTP2B1","Sweet Baby Plus-Travel Pck MEDIUM 12/12",6024,"","","",""
1446,"Q-SBPTP3B1","Sweet Baby Plus-Travel Pck LARGE12/12",6024,"","","",""
1447,"Q-SBPTP4B1","Sweet Baby Plus-Travel Pck XL12/12",6024,"","","",""
1448,"Q-SBPTP5B1","Sweet Baby Plus-Travel Pck XXL 12/12",6024,"","","",""
1449,"Q-SBRBP1C","Sweet Baby Regular Big Pack SMALL 24/12",6024,"","","",""
1450,"Q-SBRBP2C","Sweet Baby Regular Big Pack MEDIUM 22/12",6024,"","","",""
1451,"Q-SBRBP3C","Sweet Baby Regular Big Pack LARGE 20/12",6024,"","","",""
1452,"Q-SBRBP4C","Sweet Baby Regular Big Pack XL 18/12",6024,"","","",""
1453,"Q-SBREP2C","Sweet Baby REG.-Econo pack MEDIUM 42/6",6024,"","","",""
1454,"Q-SBREP3C","Sweet Baby REG.-Econo pack LARGE 38/6",6024,"","","",""
1455,"Q-SBREP4C","Sweet Baby REG.-Econo pack XL 34/6",6024,"","","",""
1456,"Q-SBREP5C","Sweet Baby REG.-Econo pack XXL 28/6",6024,"","","",""
1457,"Q-SBRJP1C","Sweet Baby Reg. - Jumbo Pack Small 60/8",6024,"","","",""
1458,"Q-SBRJP2C","Sweet Baby Reg. - Jumbo Pack MED 60/6",6024,"","","",""
1459,"Q-SBRJP3C","Sweet Baby Reg. - Jumbo Pack lARGE 54/6",6024,"","","",""
1460,"Q-SBRJP4C","Sweet Baby Reg. - Jumbo Pack XL 54/6",6024,"","","",""
1461,"Q-SBRMP1C","Sweet Baby Diaper Reg.-Mini Pack SMALL 4/36",6024,"","","",""
1462,"Q-SBRMP2C","Sweet Baby Diaper Reg. Mini Pack MED. 4/36",6024,"","","",""
1463,"Q-SBRMP2CFG","Sweet Baby Diaper Reg. Mini Pack Med. 4/36(FREE)",6024,"","","",""
1464,"Q-SBRMP3C","Sweet Baby Diapers Reg. Mini Pack LARGE 4/36",6024,"","","",""
1465,"Q-SBRMP3CFG","Sweet Baby Diapers Reg. Mini Pack LARGE 4/36 FG",6024,"","","",""
1466,"Q-SBRMP4C","Sweet Baby Diapers Reg. Mini Pack XL 4/36",6024,"","","",""
1467,"Q-SBRMP4CFG","Sweet Baby Diapers Reg. Mini Pack XL 4/36",6024,"","","",""
1468,"Q-SBRTP0C","Sweet Baby Regular-Travel Pack NB 12/12",6024,"","","",""
1469,"Q-SBRTP1C","Sweet Baby Regular-Travel Pack SMALL 12/12",6024,"","","",""
1470,"Q-SBRTP1CFG","Sweet Baby Regular-Travel Pack Small 12/12FG",6024,"","","",""
1471,"Q-SBRTP2C","Sweet Baby Regular-Travel Pack MED. 12/12",6024,"","","",""
1472,"Q-SBRTP2CFG","Sweet Baby Regular-Travel Pack MED. 12/12(FREE)",6024,"","","",""
1473,"Q-SBRTP3C","Sweet Baby Regular-Travel Pack LARGE 12/12",6024,"","","",""
1474,"Q-SBRTP3CFG","Sweet Baby Regular-Travel Pack LARGE 12/12 (FREE)",6024,"","","",""
1475,"Q-SBRTP4C","Sweet Baby Regular-Travel Pack XL 10/12",6024,"","","",""
1476,"Q-SBRTP4CFG","Sweet Baby Regular-Travel Pack XL 10/12 FG",6024,"","","",""
1477,"Q-SBRTP5C","Sweet Baby Reg.-Travel Pack XXL 10/12",6024,"","","",""
1478,"Q-SBW90","Sweet Baby Premium Wipes Unscented 90'sx18p",6024,"","","",""
1479,"Q-SBWA30","Sweet Baby Premium Wipes w/ Aloe 30'sx48p",6024,"","","",""
1480,"Q-SBWA64","Sweet Baby Premium Wipes w/ Aloe 64'sx24p",6024,"","","",""
1481,"Q-SBWA90","Sweet Baby Premium Wipes w/ Aloe 90'sx18p",6024,"","","",""
1482,"Q-SBWHF30","Sweet Baby Prem.Wipes for Hands & Face 30'sx48p",6024,"","","",""
1483,"Q-SBWSP90P","Sweet BAby 90s Wipes Unscented Saving Pack 3'sx6p",6024,"","","",""
1484,"Q-SCW15","Smart Choice Scented Wipes Travel Pack 15sx96p",6024,"","","",""
1485,"Q-SCW80","Smart Choice Scented Wipes Travel Pack 80sx36p",6024,"","","",""
1486,"Q-VNT072","Vanita BTR 2Ply 200Pulls 400s 12x8",6024,"","","",""
1487,"Q-VNT075","Vanita BTR 3Ply 200Pulls 600s 12x8",6024,"","","",""
1488,"RSC0001","Doggies' Choice Soap (Tick & Flea) 90gm",2982,"","","",""
1489,"RSC0002","Doggies' Choice Shampoo (Tick & Flea) 125ml",2982,"","","",""
1490,"RSC0003","Doggies' Choice Shampoo (Tick & Flea) 250ml",2982,"","","",""
1491,"RSC0004","Doggies' Choice Shampoo (Tick & Flea) 500ml",2982,"","","",""
1492,"RSC0005","Doggies' Choice Shampoo (Tick & Flea) 1L",2982,"","","",""
1493,"RSC0006","Doggies' Choice Powder 50gms",2982,"","","",""
1494,"RSC0007","Doggies' Choice Powder 100gms",2982,"","","",""
1495,"RSC0008","Doggies' Choice Pethouse Cleanser 350gms",2982,"","","",""
1496,"RSC0009","Doggies' Choice Soap (Anti-Mange)90gms",2982,"","","",""
1497,"RSC0010","Doggies' Choice Shampoo (Anti Mange) 125ml",2982,"","","",""
1498,"RSC0011","Doggies' Choice Shampoo (Anti Mange) 250ml",2982,"","","",""
1499,"RSC0012","Doggies' Choice Shampoo (Anti Mange) 500ml",2982,"","","",""
1500,"RSC0013","Doggies' Choice Shampoo (Anti Mange) 1L",2982,"","","",""
1501,"RSC0014","Doggies' Choice Anti-Mange Herbal Cream 15gms",2982,"","","",""
1502,"RSC0015","Doggies' Choice Soap (Herbal 3 in 1) 90 gms",2982,"","","",""
1503,"RSC0016","Doggies' Choice Shampoo (Herbal 3 in 1)125ml",2982,"","","",""
1504,"RSC0017","Doggies' Choice Shampoo (Herbal 3 in 1)250ml",2982,"","","",""
1505,"RSC0018","Doggies' Choice Shampoo (Herbal 3 in 1)500ml",2982,"","","",""
1506,"RSC0019","Doggies' Choice Shampoo (Herbal 3 in 1)1L",2982,"","","",""
1507,"RSC0020","Moringa Vita 500mg Malunggay Capsules 100'sx48",2982,"","","",""
1508,"RSC0020P","Moringa Vita 500mg promo 10+1 24's",2982,"","","",""
1509,"RSC0021","Hailey's Petroleum Jelly 25gms",2982,"","","",""
1510,"RSC0022","Hailey's Tawas Powder-Unscented 50g",2982,"","","",""
1511,"RSC0023","Hailey's Tawas Powder- Soft & Scented 50g",2982,"","","",""
1512,"RSC0024","Oliganics Healice Treatment Shampoo 10ml",2982,"","","",""
1513,"RSC0025","Oliganics Healice Treatment Shampoo 60ml",2982,"","","",""
1514,"RSC0026","Oliganics Healice Treatment Shampoo 120ml",2982,"","","",""
1515,"RSC0027","Tai Chi Ginger Rub 5g",2982,"","","",""
1516,"RSC0028","Tai Chi Ginger Rub 10g",2982,"","","",""
1517,"RSC0029","Tai Chi Ginger Rub 20g",2982,"","","",""
1518,"RSC0030","Tai Chi Menthol Stick (Push-up) 2.5g",2982,"","","",""
1519,"RSC0031","Tai Chi Menthol Stick (Push-up) 8g x12's",2982,"","","",""
1520,"RSC0032","Tai Chi Ginger Medicated Plaster Jr. 10x7.5cm",2982,"","","",""
1521,"RSC0033","Tai Chi Ginger Medicated Plaster 10x15cm",2982,"","","",""
1522,"RSC0034","Doggies' Choice Tick & Flea Soap Promo 110g",2982,"","","",""
1523,"RSC0035","Doggies' Choice Anti-Mange Soap Promo 110g",2982,"","","",""
1524,"RSC0036","Doggies' Choice Herbal 3 in 1 Soap Promo 110g",2982,"","","",""
1525,"RSC0037","Doggies' Choice Anti-Mange Madre de Cacao Cream 15g",2982,"","","",""
1526,"RSC0038","DC KAWATI NATURALE-OATMEAL 500ML",2982,"","","",""
1527,"RSC0038-1","DC KAWATI NATURALE-OATMEAL 250ML",2982,"","","",""
1528,"RSC0039","DC KAWATI NATURALE-VOLUMIZING 500ML",2982,"","","",""
1529,"RSC0039-1","DC KAWATI NATURALE-VOLUMIZING 250ML",2982,"","","",""
1530,"RSC004-11","WRONG CODE",2982,"","","",""
1531,"RSC0040","DC KAWATI NATURALE-COOL PEPPERMINT 500ML",2982,"","","",""
1532,"RSC0040-1","DC KAWATI NATURALE-COOL PEPPERMINT 250ML",2982,"","","",""
1533,"RSC0041","DC KAWATI NATURALE-MERRY STRAWBERRY 500ML",2982,"","","",""
1534,"RSC0041-1","DC KAWATI NATURALE-MERRY STRAWBERRY 250ML",2982,"","","",""
1535,"RSC0042","DC KAWATI NATURALE-GENTLE PUPPY SHAM 500ML",2982,"","","",""
1536,"RSC0042-1","DC KAWATI NATURALE-GENTLE PUPPY SHAM 250ML",2982,"","","",""
1537,"RSC0043","WAFU Tick & Flea Shampoo 300 mlx12",2982,"","","",""
1538,"RSC0044","WAFU Tick & Flea Shampoo 500 mlx12",2982,"","","",""
1539,"RSC0045","WAFU Puppy Shampoo 300 mlx12",2982,"","","",""
1540,"RSC0046","WAFU Puppy Shampoo 500 mlx12",2982,"","","",""
1541,"RSC0047","WAFU Deodorizing Shampoo 300 mlx12",2982,"","","",""
1542,"RSC0049","WAFU Volumizing Shampoo 300 mlx12",2982,"","","",""
1543,"RSC0050","WAFU Volumizing Shampoo 500 mlx12",2982,"","","",""
1544,"RSC0051","WAFU Madre De Cacao Soap 100g",2982,"","","",""
1545,"RSC0052","Tai Chi Chili VCO Liniment 15mlx288",2982,"","","",""
1546,"RSC0053","Tai Chi Chili VCO Liniment 30mlx144",2982,"","","",""
1547,"RSC0054","Tai Chi Chili VCO Liniment 60mlx72",2982,"","","",""
1548,"RSC0054-P","Tai Chi Chili VCO Liniment 60mlx72 (Promo)",2982,"","","",""
1549,"RSC0055","Tai Chi Chili VCO Liniment 120mlx48",2982,"","","",""
1550,"RSC0056","Tai Chi Gingeri VCO Liniment 15mlx288",2982,"","","",""
1551,"RSC0057","Tai Chi Gingeri VCO Liniment 30mlx144",2982,"","","",""
1552,"RSC0058","Tai Chi Gingeri VCO Liniment 60mlx72",2982,"","","",""
1553,"RSC0058-P","Tai Chi Gingeri VCO Liniment 60mlx72 (Promo)",2982,"","","",""
1554,"RSC0059","Tai Chi Gingeri VCO Liniment 120mlx48",2982,"","","",""
1555,"RSC042","Guyasteen-Guyabano+Mangosteen Coffee",2982,"","","",""
1556,"RSC042-P","Guyasteen Coffee 21gm 3 BOX +1 MUG",2982,"","","",""
1557,"RSC043","Guyasteen Capsule 500mg",2982,"","","",""
1558,"RSC044","CITRUS -C SODIUM ASCORBATE TAB.",2982,"","","",""
1559,"SIO000","Siongci Vermecelli 1.6 oz 50gx200",6026,"","","",""
1560,"SIO001","Siongci Vermecelli 3.2 oz 100gx100",6026,"","","",""
1561,"SIO002","Siongci Golden Bihon 16ozx30",6026,"","","",""
1562,"SIO002_P","Siongci Golden Bihon 16ozx30 W/ Vermeclli 50g",6026,"","","",""
1563,"SIO003","Siongci Golden Bihon 8ozx60",6026,"","","",""
1564,"SIO004","Siongci Bon Bon",6026,"","","",""
1565,"SIO005","Siongci Tin Tin 16ozx30",6026,"","","",""
1566,"HCP000","Keratin Hair Reconstructor 20gx432",2985,"","","",""
1567,"HCP000FG","Keratin Reconstructor 20gx432 FG",2985,"","","",""
1568,"HCP000P","Keratin Reconstructor 20g 12+2 Promo",2985,"","","",""
1569,"HCP001","Keratin Hair Spa 20gx432",2985,"","","",""
1570,"HCP001FG","Keratin Hair Spa 20gx432 FG",2985,"","","",""
1571,"HCP001P","Keratin Hair Spa 20g 12+2 Promo",2985,"","","",""
1572,"HCP002","Keratin - Amino 20gx432",2985,"","","",""
1573,"HCP002FG","Keratin Amino 20gx432 FG",2985,"","","",""
1574,"HCP002P","Keratin Amino 20g 12+2 Promo",2985,"","","",""
1575,"HCP003","Keratin Shampoo 20gx432",2985,"","","",""
1576,"HCP003FG","Keratin Shampoo 20gx432 FG",2985,"","","",""
1577,"HCP003P","Keratin Shampoo 20g 12+2 Promo",2985,"","","",""
1578,"HCP004","Keratin Hot Oil 20gx432",2985,"","","",""
1579,"HCP004FG","Keratin Hot Oil 20gx432 FG",2985,"","","",""
1580,"HCP004P","Keratin Hot Oil 20g 12+2 Promo",2985,"","","",""
1581,"HCP005","Keratin Chocolate Therapy 20gx432",2985,"","","",""
1582,"HCP005FG","Keratin Chocolate Therapy 20gx432 FG",2985,"","","",""
1583,"HCP005P","Keratin Chocolate 20g 12+2 Promo",2985,"","","",""
1584,"HBL100","Holiday Beef Loaf 48 x 100g",6028,"","","",""
1585,"HBL150","Holiday Beef Loaf 100 x 150g",6028,"","","",""
1586,"HBL215","Holiday Beef Loaf 48 x 215g",6028,"","","",""
1587,"HBLHS100","Holiday Beef Loaf (Spicy Hot) 48 x 100g",6028,"","","",""
1588,"HBLHS150","Holiday Beef Loaf (Spicy Hot) 100 x 150g",6028,"","","",""
1589,"HBLHS215","Holiday Beef Loaf (Spicy Hot) 48 x 215g",6028,"","","",""
1590,"HBM160","Holiday Beef Mechado 100 x 160g",6028,"","","",""
1591,"HBM210","Holiday Beef Mechado 48 x 210g",6028,"","","",""
1592,"HCB160","Holiday Corned Beef 100 x 160g",6028,"","","",""
1593,"HCB1900","Holiday Corned Beef 6 x 1.9k",6028,"","","",""
1594,"HCB215","Holiday Corned Beef 48 x 215g",6028,"","","",""
1595,"HCCB190","Holiday Chunky Corned Beef 48 x 190g",6028,"","","",""
1596,"HCLM160","Holiday Chinese Luncheon Meat 100 x 160g",6028,"","","",""
1597,"HCLM165","Holiday Chinese Luncheon Meat 48 x 165g",6028,"","","",""
1598,"HCLM375","Holiday Chinese Luncheon Meat 48 x 375g",6028,"","","",""
1599,"HCN100","Holiday Carne Norte 48 x 100g",6028,"","","",""
1600,"HCN150","Holiday Carne Norte 100 x 150g",6028,"","","",""
1601,"HLM150","Holiday Luncheon Meat 100 x 150g",6028,"","","",""
1602,"HLM360","Holiday Luncheon Meat 48 x 360g",6028,"","","",""
1603,"HLP160","Holiday Lechon Paksiw 100 x 160g",6028,"","","",""
1604,"HLP210","Holiday Lechon Paksiw 48 x 210g",6028,"","","",""
1605,"HML150","Holiday Meatloaf 100 x 150g",6028,"","","",""
1606,"HML360","Holiday Meatloaf 48 x 360g",6028,"","","",""
1607,"HMMSS380","Holiday Meat & Mushroom Spaghetti Sauce 24 x 380g",6028,"","","",""
1608,"HPB170","Holiday Pork & Beans 100 x 170g",6028,"","","",""
